epoch,timestamp,x,y,z
1634017562118,10-06-2022 11:08:07:678,-0.0012211112,0.0048844446,0.0012211112
1634032562118,10-06-2022 11:08:07:693,-0.01099,0.0048844446,0.0
1634047562118,10-06-2022 11:08:07:708,-0.018316668,0.0036633336,0.0061055557
1634062562118,10-06-2022 11:08:07:723,-0.009768889,0.0048844446,0.0048844446
1634073753576,10-06-2022 11:08:07:734,-0.01099,0.009768889,0.0012211112
1634073804358,10-06-2022 11:08:07:734,-0.0036633336,0.0024422223,0.0012211112
1634073897951,10-06-2022 11:08:07:734,0.0048844446,0.0012211112,-0.0036633336
1634088897951,10-06-2022 11:08:07:749,0.008547778,0.0012211112,-0.0036633336
1634103897951,10-06-2022 11:08:07:764,0.007326667,0.0024422223,-0.0048844446
1634113768524,10-06-2022 11:08:07:774,-0.0024422223,0.008547778,-0.0048844446
1634114254358,10-06-2022 11:08:07:775,-0.008547778,0.008547778,-0.0036633336
1634129254358,10-06-2022 11:08:07:790,-0.02075889,0.009768889,-0.007326667
1634144254358,10-06-2022 11:08:07:805,-0.026864445,0.012211111,-0.0048844446
1634145579045,10-06-2022 11:08:07:806,-0.03174889,0.013432222,-0.0048844446
1634149760868,10-06-2022 11:08:07:810,-0.037854444,0.01099,0.0036633336
1634160259931,10-06-2022 11:08:07:821,-0.051286668,0.008547778,0.0036633336
1634175259931,10-06-2022 11:08:07:836,-0.13676445,0.0061055557,0.019537779
1634186578837,10-06-2022 11:08:07:847,-0.35412225,0.013432222,0.034191113
1634195602066,10-06-2022 11:08:07:856,-0.7326667,0.046402223,0.06105556
1634200053368,10-06-2022 11:08:07:861,-1.1222012,0.10379445,0.05006556
1634209979722,10-06-2022 11:08:07:870,-1.416489,0.20148334,0.02198
1634224979722,10-06-2022 11:08:07:885,-1.5984346,0.28085557,0.02198
1634239979722,10-06-2022 11:08:07:900,-1.7669479,0.31504667,0.05617111
1634254979722,10-06-2022 11:08:07:915,-1.9403456,0.34313223,0.09036223
1634269979722,10-06-2022 11:08:07:930,-2.13206,0.39686114,0.12089001
1634284979722,10-06-2022 11:08:07:945,-2.3811667,0.47623336,0.12699556
1634293912795,10-06-2022 11:08:07:954,-2.6632435,0.5507211,0.11600556
1634295699253,10-06-2022 11:08:07:956,-2.9709635,0.6068922,0.123332225
1634298309983,10-06-2022 11:08:07:959,-3.3214223,0.6740534,0.14653334
1634313309983,10-06-2022 11:08:07:974,-3.6303635,0.74121445,0.15386
1634328309983,10-06-2022 11:08:07:989,-3.8867967,0.7888378,0.12455334
1634343309983,10-06-2022 11:08:08:004,-4.030888,0.8437878,0.106236674
1634358309983,10-06-2022 11:08:08:019,-4.1224713,0.8877478,0.14287001
1634372673003,10-06-2022 11:08:08:033,-4.226266,0.92560226,0.21247335
1634376745920,10-06-2022 11:08:08:037,-4.3007536,0.9549089,0.20392556
1634376811285,10-06-2022 11:08:08:037,-4.2995324,0.9976478,0.13432223
1634376866493,10-06-2022 11:08:08:037,-4.2616777,1.0074167,0.048844445
1634391866493,10-06-2022 11:08:08:052,-4.317849,0.9878789,0.025643334
1634406866493,10-06-2022 11:08:08:067,-4.403327,0.9952056,0.03052778
