epoch,timestamp,x,y,z
1782193701697,10-06-2022 11:10:35:853,0.11844778,0.11844778,-0.0024422223
1782208701697,10-06-2022 11:10:35:868,0.09402556,0.12211112,-0.017095556
1782223701697,10-06-2022 11:10:35:883,0.045181114,0.123332225,-0.024422223
1782238701697,10-06-2022 11:10:35:898,-0.008547778,0.12211112,-0.02075889
1782253701697,10-06-2022 11:10:35:913,-0.017095556,0.12089001,-0.0048844446
1782268425239,10-06-2022 11:10:35:928,-0.0012211112,0.117226675,0.0
1782274682478,10-06-2022 11:10:35:934,0.0012211112,0.10745778,0.0024422223
1782289682478,10-06-2022 11:10:35:949,0.023201112,0.09402556,0.0061055557
1782301113416,10-06-2022 11:10:35:961,0.046402223,0.08059334,-0.0036633336
1782316113416,10-06-2022 11:10:35:976,0.047623336,0.068382226,-0.012211111
1782331113416,10-06-2022 11:10:35:991,0.025643334,0.06594,-0.018316668
1782346113416,10-06-2022 11:10:36:006,0.0024422223,0.06227667,-0.01099
1782358376020,10-06-2022 11:10:36:018,-0.015874445,0.06594,-0.0048844446
1782358426384,10-06-2022 11:10:36:018,-0.036633335,0.059834447,-0.0061055557
1782358476749,10-06-2022 11:10:36:018,-0.037854444,0.048844445,0.0
1782361816749,10-06-2022 11:10:36:021,-0.045181114,0.039075557,-0.0024422223
1782376816749,10-06-2022 11:10:36:036,-0.07204556,0.028085556,0.0036633336
1782391816749,10-06-2022 11:10:36:051,-0.10867889,0.025643334,0.017095556
1782399132895,10-06-2022 11:10:36:059,-0.15752333,0.024422223,0.017095556
1782399186124,10-06-2022 11:10:36:059,-0.18927222,0.02198,0.015874445
1782414186124,10-06-2022 11:10:36:074,-0.21613668,0.018316668,0.014653334
1782429186124,10-06-2022 11:10:36:089,-0.25399113,0.013432222,0.025643334
1782435824509,10-06-2022 11:10:36:095,-0.2735289,0.013432222,0.034191113
1782437066124,10-06-2022 11:10:36:097,-0.23811668,0.012211111,0.028085556
1782451242582,10-06-2022 11:10:36:111,-0.16973445,0.0048844446,0.017095556
1782466242582,10-06-2022 11:10:36:126,-0.11844778,-0.0036633336,0.015874445
1782473248728,10-06-2022 11:10:36:133,-0.06960334,-0.0048844446,0.008547778
1782488248728,10-06-2022 11:10:36:148,-0.042738892,0.0,0.0036633336
1782503248728,10-06-2022 11:10:36:163,-0.036633335,0.01099,0.0061055557
1782518248728,10-06-2022 11:10:36:178,-0.048844445,0.015874445,0.0048844446
1782533248728,10-06-2022 11:10:36:193,-0.06594,0.025643334,0.008547778
1782548248728,10-06-2022 11:10:36:208,-0.08669889,0.03174889,0.0036633336
1782563248728,10-06-2022 11:10:36:223,-0.09768889,0.03052778,0.007326667
1782574417166,10-06-2022 11:10:36:234,-0.091583334,0.034191113,0.009768889
1782575254770,10-06-2022 11:10:36:235,-0.08303556,0.035412222,0.012211111
1782576007686,10-06-2022 11:10:36:236,-0.06716111,0.029306669,0.013432222
1782576764405,10-06-2022 11:10:36:236,-0.05617111,0.017095556,0.0012211112
1782577512114,10-06-2022 11:10:36:237,-0.046402223,0.014653334,0.0036633336
1782578286384,10-06-2022 11:10:36:238,-0.035412222,0.017095556,-0.0024422223
